Date,ETH,BNB,SOL,SPY,NVDA,Oil,Gold,Nasdaq,Energy,Layer0,SmartContract,Lending,Exchange,SocialTokens,Gaming,RealWorldAssets
2020-08-06,0.7865760401475318,0.7083965606399821,0.23040174714607645,0.23187999538742693,0.12404621189853127,0.09973751163004357,0.37110367155733204,0.23636329025538572,0.47759294106357764,0.20340542706097045,0.12837469694582931,-0.059991714544940754,0.31525180082847487,,0.014429656550958618,-0.07236918565765878
2020-08-07,0.7870388000215727,0.7075567306097105,0.23399664981331228,0.2316293517997126,0.12747674929030256,0.10351896556112464,0.3734711524755591,0.24062561669838228,0.47533741824169995,0.19885261560604034,0.1363341145388903,-0.06063982049194308,0.3188507433832611,,0.013715503755522683,-0.07066723838546515
2020-08-08,0.7564529123568839,0.6622241087170686,0.19521341707074302,0.2405834934508908,0.1266053475681536,0.10009432141764799,0.3877369184267471,0.24840955132620704,0.4215703647011266,0.16808395887645833,0.09168026795712983,-0.0692554531690519,0.25667833675545787,,0.0066824719144344,-0.0714392902929806
2020-08-09,0.7554021009502114,0.6604920591462486,0.18608419835411538,0.24076572874288307,0.14280945613756604,0.09112509145324572,0.3822257109666643,0.2547576103728116,0.41569003401215193,0.16465851670130344,0.08519009596110205,-0.06996854752624805,0.24679214115325038,,-0.01030066196881843,-0.07024814773738411
2020-08-10,0.7551367203909372,0.6574170065158217,0.19147484264579187,0.2644639984138235,0.1601730249287828,0.0752726126806701,0.38213814979409205,0.2746090924099744,0.41216588548086147,0.167947189609614,0.0797920038287329,-0.06979716564400995,0.2405481285377968,,-0.011137455062313922,-0.05625218869427912
2020-08-11,0.7558499464773764,0.6686324912732636,0.18600237200706024,0.32720953611535636,0.19735195772757153,0.10853189549563545,0.4110983458477897,0.34059882690464455,0.4368146845860693,0.19038211574902253,0.09599896132148213,-0.06593604263060705,0.2728118760416663,,-0.0015426351379605155,-0.1392023352393682
2020-08-12,0.7650470445142383,0.6753827091908735,0.19298513278834062,0.3192083168879672,0.18054615809748267,0.0448520398929414,0.3939526546144735,0.33937082565679577,0.412815220108108,0.19554816194021465,0.10137044137554396,-0.0655183338186301,0.287390803889267,,0.00042390705412934126,-0.024890507886386068
2020-08-13,0.7450687624544179,0.6657938825516325,0.18438137020499665,0.3268227602487269,0.24601801221227196,0.10086577973609606,0.41803577642257994,0.35511433445311097,0.3930637008813333,0.1958707712946906,0.08748826246916576,-0.06939665639915374,0.2311770456059557,,-0.004957847200711582,0.07148860749590068
2020-08-14,0.7444149709323703,0.6536557018967918,0.18476182422013604,0.3273129527435024,0.2453665617992132,0.10180597301386546,0.4169453620611468,0.3558012770782132,0.3927106451458662,0.19589086119355226,0.08721258888927486,-0.06907481045273477,0.2318202109228228,,-0.004297660929170616,0.07137983042900616
2020-08-15,0.7401212850683034,0.6521958739687254,0.18244441084411547,0.331610620862995,0.2491734626553337,0.10457844811371597,0.4213798185759372,0.36052138113669785,0.396558372145072,0.1935270144880462,0.08657517969324159,-0.06846217650931001,0.22380690624775282,,-0.0020780825175303165,0.06938620289282686
2020-08-16,0.7415410925452038,0.6511071463823237,0.1817078228482935,0.34156801376690027,0.249888820679097,0.1070958158954639,0.427154196317096,0.36526905176644153,0.3943604904800991,0.19365403581256047,0.08605656361216713,-0.06829952838744714,0.22310938959029508,,-0.0018504616554677542,0.07013099816534943
2020-08-17,0.7283782046689155,0.6500862537254705,0.16345351109027662,0.3422549353620452,0.2737911596767827,0.11824466553394963,0.44172491254279744,0.37061701019431487,0.393870135162812,0.19880163976396115,0.09149196774084363,-0.06930102006400239,0.20165749774672412,,-0.004371508402133855,0.07286159029187661
2020-08-18,0.7280418960697443,0.6507586432376242,0.14581867150249578,0.36260939902542805,0.28780605288573274,0.1400581098691494,0.4359560429914883,0.388888151315611,0.40742349902314257,0.17958125137130965,0.12195349900509586,-0.06928656209709318,0.2079998825725917,,-0.004429747434853804,0.03960937639338599
2020-08-19,0.720578780419706,0.6393507095534098,0.17120116534689175,0.35675740967863057,0.2729746879010983,0.15091893513476742,0.4213485100193232,0.3805968874379506,0.4093960208679785,0.190890295272715,0.1825987311783191,-0.07187445267232082,0.2119320017995717,,-0.008287806450249834,0.09038716577959359
2020-08-20,0.7210942347793544,0.6383554681361112,0.17242109353318258,0.3571409750547695,0.27016987375339846,0.15410068524546372,0.41126484361370486,0.3812719867722327,0.41603052252241024,0.24406426577153043,0.18486362846065943,-0.07184589813764976,0.211823461501558,,-0.008520382918953327,0.09535796604442631
2020-08-21,0.7239681932435454,0.644991450060823,0.18475689675521287,0.3522590340854883,0.23698265554726378,0.1581815431524727,0.40975712072392884,0.37643936669344547,0.29501560727315723,0.26630449111461163,0.18879049945764886,-0.07005451444168916,0.22220328237896403,,-0.005791885568724501,0.0946887570082539
2020-08-22,0.7202219488513402,0.635665902061402,0.158725418301766,0.3562596037087725,0.23748436254848243,0.1582136431845849,0.41580775699370287,0.3801357887594122,0.25474100033172886,0.225702220894531,0.22272123062059493,-0.0743099405425036,0.21137889055876932,,-0.01110750925510682,0.036131353547223015
2020-08-23,0.7199734666270656,0.6341383850321463,0.1530894400150517,0.35765334560541595,0.23902650539193993,0.15932658303017952,0.41704330893910657,0.3817849797362774,0.25163468354549207,-0.019529662323244736,0.22305728339580772,-0.07363122284807383,0.20865263001191822,,-0.009705546930401755,0.028756353494579754
2020-08-24,0.7175123687288657,0.6312212741669413,0.14899256599883776,0.366943198848686,0.23357931667883672,0.17029673319132083,0.41311836141162955,0.3825936681440342,0.24982082444154244,-0.020511942228228164,0.22213092739558812,-0.07457191795403824,0.2316067228894214,,-0.011391514843440989,0.026611649792835014
2020-08-25,0.7251928006431008,0.6439985382786092,0.15661143814885192,0.3439014292377376,0.2606759285392522,0.20436842511252154,0.4311709348866844,0.36536967220506084,0.2835431225760801,-0.01711361953603842,0.2422841167891909,-0.07078886020663536,0.27224919514395307,,-0.004156067503684191,0.014335322147016893
2020-08-26,0.7185841199111286,0.6357476845717591,0.17059885335394867,0.3557584437604454,0.27125546315847304,0.18692894729079462,0.43773027327933345,0.3823248511362465,0.2925530747766959,-0.015796536067862254,0.2521215879668433,-0.07026181467071754,0.2863081698160641,,-0.0017022006024976777,-0.00738149575254599
2020-08-27,0.719987791099072,0.6186829374009818,0.1739530349858079,0.3564683709663826,0.2949804225138838,0.21334522704838207,0.4451691797990595,0.392187334525091,0.3002131469238347,-0.015507977868761616,0.25665310786044154,-0.06989118835614955,0.2905449848065718,,-0.0015134668255170883,-0.007748952889827508
2020-08-28,0.7237684159162135,0.6101864313338029,0.18617762456105877,0.36325648560230395,0.3082438715611047,0.21385475639042717,0.4546740828839484,0.3986700698227161,0.30245727588438914,-0.015015041102206764,0.24867770856330543,-0.06973115236839758,0.2958466586603525,,-0.0006743802914157654,0.0028146310477079675
2020-08-29,0.7182084049219088,0.6028927837425763,0.18074227767418813,0.3641382133623848,0.3080428563003786,0.214098544582852,0.4564720151492505,0.39934097733767004,0.3020723825711711,-0.016274982428195795,0.24355306632577173,-0.07135307934625836,0.28789594080973385,,-0.003051047534689626,0.008835888057641472
2020-08-30,0.7021156201267111,0.5840992018996598,0.20319945913361517,0.3745588206749892,0.34748267380174935,0.23259852473295894,0.4597354070850088,0.40661327473803244,0.3036757758622292,-0.014377959310016706,0.2452926821030876,-0.0723497451890656,0.2866720517628391,,0.002813896749423517,0.0035834043753725717
2020-08-31,0.6959437457526352,0.5661062676904922,0.19340771095917614,0.41901055587377734,0.35855590908383667,0.32167063464894313,0.4503684173201469,0.4375775988821337,0.31187283318105735,-0.018855257112945507,0.2279372302179895,-0.07951500434643932,0.30178243374445474,,-0.003821917551814353,-0.06148833946583417
2020-09-01,0.6939729619283681,0.5704948178125974,0.17467302109375268,0.4214355091255018,0.3737021182607236,0.3183880123795166,0.46506537561494266,0.4428516622359914,0.29612799081550195,-0.019494365140205208,0.2226427936468391,-0.07975904918762917,0.2900776145648399,,-0.005138572563832415,-0.06268653157639609
2020-09-02,0.7155515065303542,0.5647558270527009,0.18990155003755677,0.37698006582764004,0.31931758474620814,0.34671938165624644,0.4860782864413049,0.4207959907483764,0.3236484199767852,-0.015510663716141232,0.2861955877324755,-0.07426931018459718,0.2909163265255616,,0.002042185387910113,-0.06291109519415611
2020-09-03,0.7595603585477829,0.6737389015188916,0.26619051108638825,0.5057775277641416,0.46615289490590844,0.362552415596242,0.456928562118797,0.553366466874965,0.4417797817976282,-0.008924121262593789,0.44105867284950956,-0.06196092889610443,0.36310505841425406,,0.010892961222159794,-0.05574503676193466
2020-09-04,0.7552999252800562,0.675398151633858,0.26254625292429856,0.490668736300692,0.44008924111906556,0.32529570170064875,0.44990101293708046,0.5327854624512789,0.4473432141588358,-0.010404782580914073,0.4474793192051698,-0.06289977297558201,0.36232938710626533,,0.028435455396168607,-0.05556452655620151
2020-09-05,0.7469189252903404,0.6849664894987879,0.2937868995564573,0.48764703027416145,0.4394538539094293,0.32242994268146885,0.44879146506643564,0.5303137718225227,0.4566758368975465,-0.007692325992988661,0.4585872225991963,-0.060192790572935057,0.37713847728547606,,0.034596839891346265,-0.056181910430548446
2020-09-06,0.7455310904786623,0.6066593605755841,0.29706619852384514,0.48976887257739254,0.4396584632323838,0.3295998021174691,0.4508393627801151,0.5307959898783154,0.4587981962424247,-0.008033619944986725,0.45970176209361396,-0.060593102808160396,0.3781286824541909,,0.033583961348049224,-0.05616540473660926
2020-09-07,0.7448883366675524,0.5994774866297996,0.29392497167867654,0.491525085435412,0.4405456437995544,0.3307839158965899,0.4513067096436891,0.5299939398178597,0.4595783835401771,-0.008352781070177772,0.45942337336188377,-0.06085203825108186,0.3767141713651893,,0.03665033673383867,-0.05615867015271154
2020-09-08,0.747861584928589,0.5859169918050593,0.307818225748651,0.5009876842090829,0.45008468755497344,0.3401416863615571,0.44611495706752685,0.5299155807344987,0.4626695474980115,-0.006737524031498239,0.5108881974572645,-0.05912594986814941,0.3789125456641183,,0.03967681817045766,-0.05577851399952205
2020-09-09,0.7382915461013471,0.5670160533090952,0.2762515646311668,0.4542334216296461,0.40354336096422583,0.26872824949283414,0.4898218150186461,0.4833638143420755,0.41536951236935327,-0.0105676219423112,0.4659100093893726,-0.06416466438210802,0.3822437928738145,,0.03368053581895401,-0.05768399971190095
2020-09-10,0.7372206737548725,0.5646002927893444,0.27222737932381114,0.42911534760487474,0.38833295793404815,0.26252113624497403,0.49421861086777114,0.46349667437886266,0.40661572455971007,-0.010450720836813667,0.45151331014823964,-0.06399267715028194,0.38790114691831173,,0.0343119488068497,-0.05774113859786285
2020-09-11,0.7371663208306443,0.5635179673629255,0.27167309160517866,0.42895008057771744,0.38653949395945286,0.2625139052461984,0.4903209272989801,0.4618039688295184,0.4077433037773269,-0.010651094879139114,0.4492062147348925,-0.06420055115993925,0.3874411192039052,,0.03383677924107091,-0.05775639936296477
2020-09-12,0.7353636200191622,0.5395757518993225,0.26874001345446086,0.42863540886606694,0.3859687026093056,0.26262154507538493,0.49000157233892494,0.46156571424463094,0.4040551836718637,-0.01134739372751636,0.44695663203054037,-0.06492854393535417,0.38660664063907335,,0.03243037061425457,-0.057868947861352736
2020-09-13,0.7368158462969302,0.5176174889038282,0.2726225471566816,0.4284199217464403,0.38593980657871013,0.2616548024300893,0.4934793368603052,0.46176190725099736,0.4074479935584693,-0.010477589710856047,0.4493495093374677,-0.06393877266491557,0.3894470615301512,,0.034200687504378754,-0.05772461183326663
2020-09-14,0.7368150206909864,0.5114641213200033,0.2682246737226269,0.44296058961709645,0.4087994863759294,0.2558591959792739,0.49677918780255126,0.47328466521815604,0.40487673602928526,-0.0115871131582873,0.4457171385515003,-0.06455897170471878,0.3875044571904839,,0.031265083189382405,-0.05724730569001087
2020-09-15,0.7281944941702876,0.46907537340726313,0.26059761300343315,0.44304125520797144,0.4124271795847049,0.25722676394132626,0.49599341338529346,0.4749001036486457,0.40422925831548506,-0.012465643719230991,0.44782762065433956,-0.06537420800115344,0.3695107755133754,0.04006788180672959,0.02940731617282595,-0.05729795972830182
2020-09-16,0.7259664574838319,0.4698456411760468,0.2499776208699762,0.4376854607639017,0.39344029754736487,0.2722225169856884,0.4946002011261837,0.46432535855669355,0.3970166569815082,-0.01359488879667249,0.43998670553343194,-0.06644466530879171,0.3816051635403737,0.038845930072168654,0.026852651366295836,-0.05731718905472588
2020-09-17,0.7139645952305381,0.46711624353624803,0.25266069168313887,0.434028197417059,0.3949627347098555,0.2803445057657373,0.505842944229103,0.4638756226252479,0.3970221927332358,-0.014186250834703599,0.4357301821998379,-0.014919066204890035,0.3791681086342596,0.038697717196863275,0.02576183906288838,-0.05747421891373081
2020-09-18,0.7136135456155637,0.4667606894581847,0.25349983842991103,0.4312226585784351,0.39399781462084843,0.28015055673640854,0.5047298267443532,0.4628237056574674,0.39695751556413666,-0.013931664750920988,0.43438188974825553,-0.017804675344365323,0.378979635046875,0.03894635856154045,0.026322945197600683,-0.05745493987676532
2020-09-19,0.7120939729941536,0.4641695981768999,0.2512213142548612,0.430068015701431,0.3925448090097626,0.279636441493003,0.5031950215309973,0.4617552846301586,0.39693831761608944,-0.014792625885162454,0.43706779170795507,0.0034240907091382675,0.37827257316809004,0.03810382564121307,0.023770150215846376,-0.05746133751539622
2020-09-20,0.707823311478503,0.46513842095747643,0.24995862184956397,0.42562886269561756,0.38253268738703333,0.2676960360675325,0.4993630738696488,0.45515007877448344,0.3937146954311678,-0.012339948165001299,0.4213608822219564,0.01879932128575338,0.38213517533550956,0.04093848479687295,0.01601452171293439,-0.057805399237062155
2020-09-21,0.7198060704319315,0.49272384518702045,0.25400286211801476,0.4412288271278977,0.3532238839213785,0.3035363051157422,0.527818188046424,0.45149210339584306,0.41982096453075407,-0.0096585840478138,0.3241884339550036,0.025809383580472675,0.39642005801641866,0.042135392707215384,0.02060023849206413,-0.0565534692782533
2020-09-22,0.716542453992204,0.4895682022742613,0.2599768771299956,0.4206241915452085,0.3428269403621037,0.2728375165334537,0.5260015405068306,0.43511728422823714,0.41110882778126373,-0.011884204530756892,0.31040005511182794,0.01655326733204194,0.39582746939243546,0.04066635987631851,0.01616011188427876,-0.05731814434911229
2020-09-23,0.721687438015627,0.4976438353095192,0.2623291448333002,0.44247493664530574,0.3629297831709224,0.269320882020092,0.5363870786921461,0.4537466061446891,0.4169790252347581,-0.010620087943576285,0.3321985873284016,0.031962876846098914,0.4111676323851568,0.04142673111561917,0.01860040268809353,-0.05679464097398811
2020-09-24,0.7325233667770812,0.5129475850236894,0.2729940690305545,0.4409421417132379,0.36436088483448453,0.2730735043238808,0.5368112962987985,0.4484207440780505,0.4365576147798697,-0.012956194880816249,0.3428209242820677,0.035891459904909634,0.4315174985498452,0.03775005743277669,0.011414266175689976,-0.05589463760114333
2020-09-25,0.7305671890384863,0.5102338168720998,0.27040525395789977,0.42710830985633486,0.3529248987960626,0.2736486370929566,0.5383523987643754,0.4349649871284397,0.4303431615920979,-0.013377379436491534,0.3363199855352651,0.033519283716510195,0.42736006439057583,0.03749542876354997,0.010448476593551333,-0.055996572380737124
2020-09-26,0.7307124512694217,0.5075019027591857,0.2676216397608181,0.42766287512531415,0.35353850721032676,0.27390266479056363,0.5388060444924258,0.4354758309064249,0.42985227950854926,-0.013138265201267377,0.3350837391044248,0.03230129016855528,0.4286970673332392,0.03777151706567723,0.011105046172933874,-0.056009359438695575
2020-09-27,0.7306570345567686,0.5074972209861301,0.26728880883761774,0.43129331614326394,0.35345614592464664,0.2766241479100877,0.5388475393068981,0.4360432639573806,0.43056679110584073,-0.01300104163702319,0.33485253004906307,0.032661854648437134,0.42904292793449245,0.03790976257619146,0.011426593442734341,-0.05600337863604028
2020-09-28,0.7306205853507542,0.5042620243971193,0.2688182586877882,0.4262347035499659,0.3586251971043743,0.2727067109512762,0.5406305153712357,0.43581933321398264,0.4301312397255755,-0.013016283239767152,0.33603694804844275,0.033353986992411246,0.4313997629031596,0.037923718896682106,0.01148183932237564,-0.055999376256679015
2020-09-29,0.7302221506151494,0.5044236820327557,0.26957502044487,0.42011402981648843,0.36021872238274116,0.2559032671215286,0.5503323312993094,0.43261927714154075,0.4294162737792949,-0.013133446553324218,0.3381773792994899,0.03243287048331167,0.4316501051028707,0.0377795237421783,0.011178339446233651,-0.0559842784481894
2020-09-30,0.7299196931244936,0.501838983318714,0.2671765997719297,0.4204406720709796,0.3579608748382411,0.2582114034512272,0.5554861718779515,0.4330126717907878,0.43021239345749257,-0.013420366955511997,0.3473464823939694,0.031796275859632635,0.4366748599312819,0.037549270903666145,0.01051635396740198,-0.056068583505639064
2020-10-01,0.7310132741239136,0.5053704051396902,0.2680038668427554,0.4133889861295871,0.35603114358815346,0.2676698637287623,0.5432840962441282,0.42118748668760003,0.43318535532023544,-0.012820225333351904,0.36448584477041757,0.033276580379326945,0.438718872088426,0.03798863910887668,0.01175424539948169,-0.055891463810400846
2020-10-02,0.730939957870931,0.5056192329343435,0.2692328964139144,0.41348096629309816,0.35473586471197904,0.2654876148914839,0.5438674853252055,0.41847039050437296,0.43322862449847743,-0.012361903949086985,0.3655701291306844,0.03454063537546831,0.4395675990887852,0.038402170179128996,0.012772003855740123,-0.05584353286413299
2020-10-03,0.7307231396174967,0.503126701567616,0.2676028089343648,0.4135053934990739,0.35463622899729913,0.2656921498222167,0.543985195349689,0.4185259815172366,0.43243481971809855,-0.012532519888053097,0.36120036829478047,0.03726864545998511,0.439905421553911,0.038237798786007075,0.01234459883388118,-0.05588323194890076
2020-10-04,0.7260730061846394,0.49755014037480066,0.2680302245781686,0.39920568835981596,0.3467788247733166,0.2677698745125879,0.5464944883564798,0.40449180131260054,0.42812620485128783,-0.011612941112250292,0.3617597713682225,0.038188688528904086,0.4488661483625485,0.03957756638538315,0.01483966565789383,-0.05625727511119826
2020-10-05,0.7248993782590918,0.4998980464955215,0.2724572404955135,0.3949313673694437,0.3491319406068539,0.2669737375546519,0.5561835341625686,0.4020464179303112,0.4262771403035663,-0.01286162334365662,0.36496908033337444,0.041680790343840965,0.4499896120800601,0.038459193876543035,0.01203843009295825,-0.05641804148610192
2020-10-06,0.7257814469231839,0.5020608641238551,0.2803873920517861,0.3984579068312417,0.34109765000299974,0.24195065827005063,0.5569087823994111,0.4036193655483531,0.42762910419960226,-0.011027645659717077,0.37292004941492585,0.0521655441077912,0.4534846205607481,0.04015277101512657,-0.02412549510102462,-0.056241013266436345
2020-10-07,0.7248621546103375,0.4994740948348171,0.28572314015144895,0.3911471515456325,0.35250392083537746,0.2300233757913413,0.5488262201403027,0.406127072801145,0.4259271060714494,-0.012140534846562096,0.36727197254601895,0.05091171041426976,0.4548868985217315,0.039220756273201464,-0.02645673249998479,-0.056476289599963564
2020-10-08,0.7257740662127194,0.4966701038024143,0.2865190844999851,0.3992893957532742,0.34576558734051527,0.24394556114005,0.5479973757824721,0.40800735714495917,0.43291986415003086,-0.01309314293325534,0.3735155170524437,0.05598846987279418,0.4567722225795183,0.037977730601038644,-0.0303717962760347,-0.05633287302906673
2020-10-09,0.7261454244888047,0.4990933399442155,0.2883137388415021,0.4014613165150597,0.3430638122764094,0.2390290380535259,0.5482213764210144,0.4103372048839044,0.4390226983401517,-0.013901050118842066,0.3733769258918177,0.05893421748285381,0.46215209580257377,0.03711111985086319,-0.032145477915438224,-0.05635309603247261
2020-10-10,0.7254352600809297,0.4960715904539795,0.2820981464053381,0.39931810120959094,0.3409707616356908,0.23820513832915235,0.5459336148201247,0.4084480415019222,0.44167150286214585,-0.014673268303248962,0.37504910892521026,0.05304172645486554,0.4543698394274145,0.03619694048186676,0.0774530942403301,-0.056241354699280155
2020-10-11,0.7252717655747519,0.49645264953233076,0.2878388721331061,0.39864205267772634,0.34177328356111514,0.23703607379061237,0.5483672665067527,0.4102815263314108,0.44176142800069124,-0.015221124511561643,0.37438857123556385,0.051194772431394225,0.45418675901309075,0.035669898858111955,0.07684375939996994,-0.056288809989046965
2020-10-12,0.7261368132217746,0.49810130998554814,0.28940714313873633,0.4065237425854085,0.34921641846831775,0.225948082192103,0.5478929709755512,0.4137662122274048,0.44178068219036265,-0.015914568953484816,0.3741030330730341,0.05115108753583727,0.4538675071518743,0.03491751036933298,0.07633228120272474,-0.05627132934175666
2020-10-13,0.7267315132619604,0.49722052191205,0.2979070882523458,0.4147338059304172,0.34772365433356,0.22409529592714444,0.5487829524320679,0.41589580176425117,0.4402328291490772,-0.015581443140690557,0.38231761195886355,0.04913158918109742,0.4545607591769193,0.03514612418246137,0.006338390727159965,-0.056184925330323196
2020-10-14,0.726232807936929,0.49602215913822767,0.3010692212127241,0.41298775389458914,0.346260664282875,0.21970539130201003,0.5461344001388091,0.41404920453411165,0.43871419338879236,-0.01581990609726096,0.38066390012500345,0.048804439161852044,0.45315090779146566,0.034848930268411515,0.006698884345958057,-0.0562521952312483
2020-10-15,0.7256674717387509,0.49616491221942355,0.30234522968530864,0.4126788298490863,0.3450899210090685,0.2195094113582508,0.5468540400162551,0.41300732876671353,0.43836964130945066,-0.016001072936667474,0.3806807505639816,0.04910673925229789,0.4536233834648263,0.03467509380461596,0.006445951561571226,-0.05626172945432058
2020-10-16,0.7276280020603542,0.49998789438815405,0.3056680116122739,0.4127263415046819,0.3481917277860701,0.21977193407121154,0.5466246447185418,0.41441625537585774,0.4423503404315899,-0.015135435466431753,0.38310045265304443,0.05415288788553923,0.44989663752057185,0.035318670837230164,0.007559376663583357,-0.05668836834890025
2020-10-17,0.7277149748152776,0.5019758924624437,0.3063219719007467,0.4127139883290535,0.34817414493007387,0.2197699724606976,0.5466169210526634,0.41440468108694956,0.4424733770953053,-0.015146475336616954,0.3829427963009586,0.0541722946668298,0.4495187843446662,0.03530675748571239,0.007853230627974111,-0.06505022336694166
2020-10-18,0.7279901493919536,0.5020099844007386,0.3050896859603386,0.4153889950401761,0.3522749808722838,0.22032966092897024,0.547254026608363,0.4259507031529232,0.44546311791183524,-0.01573470367658278,0.38612826058910305,0.05534778746720999,0.4474313519412628,0.03466952225067528,0.006797468425784949,-0.06703937477501705
2020-10-19,0.7233764460083014,0.4940273220594018,0.2897712461014628,0.3921182772475441,0.34975767243686556,0.20922000062179044,0.5424460439901109,0.4173409240771961,0.44311080112192575,-0.015759072356231623,0.39129486158541676,0.05277617911509462,0.44628761221620655,0.03469672313382271,0.02954593919696914,-0.034955329940523965
2020-10-20,0.7170584033872077,0.4852826261638246,0.2811211807931945,0.3913117672360166,0.3497375728937148,0.21326792968686997,0.5404152461113956,0.41770296175197175,0.4368814921159129,-0.015717875561578873,0.38510642328738387,0.04901299624926227,0.4419786978396012,0.034762551358049794,0.029659373949966608,-0.02618748833025437
2020-10-21,0.7226204907841187,0.48071962774429533,0.26539506662245016,0.37035535215145277,0.3228830314148165,0.1476750244052428,0.5391306191216102,0.3994087727672066,0.4527605395644776,-0.017911225729287206,0.3860981509994343,0.051899736766466115,0.4250741594870173,0.03007719654115614,0.022443013093580624,-0.02837861164021301
2020-10-22,0.7222074830053502,0.48355286564019895,0.2644205210050263,0.3699658423462351,0.3206307334414199,0.15069239664020848,0.5322066825159933,0.3982024267909889,0.45257583442418464,-0.018634241078661306,0.38591659603154094,0.05106075422706039,0.42478867349991317,0.029380909918489535,0.021129543065061516,-0.03448581359669081
2020-10-23,0.7294393907175465,0.4824282181990681,0.261800536707924,0.36981036568847087,0.31945516253862316,0.15260976987604505,0.5325540799065598,0.39837376923004014,0.45306397083667194,-0.017828166073099293,0.38560430939521306,0.051811844261160735,0.42622333586940514,0.030174546155404287,0.022599787088815642,-0.025351441477194453
2020-10-24,0.729050506696283,0.4867183831724577,0.24847158160649005,0.3711511643801636,0.32085522459001886,0.1529448306055432,0.5339123620800512,0.39978749317748485,0.467127037930744,-0.017354707249593752,0.3927960475864097,0.05178239358472876,0.42650746980469095,0.030692455778010573,0.02348984096282929,-0.02496345278091975
2020-10-25,0.771230030191837,0.5422150423098532,0.21381830933992668,0.37756636720014597,0.3182466903964261,0.14983763347076096,0.4667451917777628,0.3853627280408483,0.5568168485482745,-0.012898997632123117,0.5091661310040827,0.08875491021941645,0.39848587832671634,0.03977609751886352,0.036781995502451544,-0.02187159284730369
2020-10-26,0.7676175582724277,0.5446447446320256,0.2131548580401786,0.36557294652237227,0.3112357954508911,0.14439527454498885,0.4697825345040604,0.37859899542230024,0.5617136359241374,-0.013410508252849077,0.5146252489534123,0.054049455253042236,0.396097244213314,0.03929050636884249,0.03583581943006922,-0.02241972435999868
2020-10-27,0.7647839066193891,0.543475773012806,0.21777027918650227,0.34543657909405784,0.3140883918874229,0.16467002410722772,0.4657517489895105,0.37592089365077164,0.5462261394247485,-0.01464955440605598,0.5103435917497632,0.017412643152776575,0.38744485881723756,0.03736641426475328,0.032698630435467196,-0.023422977979953893
2020-10-28,0.7739248288059956,0.5494392018886425,0.2325383714446026,0.36776601947688714,0.33567235060390466,0.1953610269063055,0.47813535920590156,0.39601979278974825,0.5516412697294282,-0.012921883842585882,0.5202569843608339,0.01646213975326533,0.37849523251690925,0.03843395309634448,0.035059103371186,-0.021782523564421202
2020-10-29,0.7708833509602953,0.5439627890567552,0.2388265741985459,0.36631174099890523,0.3400395933775162,0.18251202719129786,0.47035594040603296,0.3933936190006395,0.5591586023148299,-0.012657611691131694,0.523986042276549,0.01955470419386401,0.379079556948546,0.03881838027800906,0.03572212857436924,-0.021497257237212138
2020-10-30,0.764749593008902,0.533365455158345,0.24402933156023987,0.36596758708397387,0.33695184899395997,0.18251700223750197,0.4761110458740253,0.38617364666733334,0.5520895180144947,-0.011294628034618337,0.5265815044135075,0.021585936474556006,0.37423894130248175,0.040813167957716355,0.038998989493371834,-0.020253321357791818
2020-10-31,0.7705028452640129,0.5340754600510793,0.3028126485588288,0.37977183526684516,0.34678473730223514,0.19154601599831358,0.4966372069022968,0.4003855864052498,0.5563101436653505,-0.015865022105279052,0.5174571025921914,0.01606696801728288,0.38138057790835006,0.0384449485456586,0.033080276289569034,-0.025050991984595546
2020-11-01,0.765852399857834,0.5309889377000342,0.3001030835590187,0.37653817478278706,0.34130025223940935,0.18587840015274654,0.4969406370426437,0.395974567986403,0.5541246020557906,-0.01482234934004552,0.514839286477,0.01685937720279513,0.3828845630226062,0.039577318259770275,0.03512894254531613,-0.02402920484247353
2020-11-02,0.7684194373501804,0.5333899840562457,0.30594756700675585,0.3657941829274071,0.3428947268357984,0.17557876427946278,0.5029454950067473,0.3933244296990327,0.5572657641166374,-0.014184958616998858,0.5177957479763267,0.01762042766295404,0.3887680117141997,0.03999294068607769,0.03600701115920503,-0.023453957342966177
2020-11-03,0.7690274197123954,0.5094573352835381,0.31985911451448223,0.37561283193867867,0.3592397028395137,0.17889552719035903,0.49370622104062867,0.4053066675719802,0.554357801794266,-0.013596286673179091,0.5070838085389094,0.015252402609674769,0.36365205357652014,0.041572723352853086,0.038380437629989106,-0.022820431094721517
2020-11-04,0.7703017903093795,0.5100560126139911,0.3303265144928946,0.3777817707187485,0.36100186975321924,0.18541144781957392,0.49107280244996704,0.40357361613839804,0.5540183427274907,-0.014115727501377394,0.5079362397185421,0.014862721381290899,0.36129581911218206,0.040981964154008045,0.03731957387731059,-0.023335166020975066
2020-11-05,0.7250545026143072,0.48255050775609737,0.3005422135904332,0.4172734794253407,0.36276915390857073,0.14430507322749003,0.5432546719847376,0.4342928979951293,0.49794009501389247,-0.018185585933967137,0.4773804605738195,0.0158390350073211,0.3775764122585273,0.03171105730455965,0.023494007604756548,-0.026811446546387195
2020-11-06,0.6981906111582888,0.477227793168226,0.2694915976793164,0.4179532808627194,0.35983675535498283,0.14510819273566644,0.5426279727348585,0.43496602160653886,0.4896629706159161,-0.017545142346993888,0.46062402850253487,0.0160166891694317,0.3725707017935132,0.03239308116136482,0.024750079625881938,-0.02615786450538588
